rowid,orderid,orderdate,shipdate,shipmode,customerid,customername,segment,country,city,state,postalcode,region,productid,category,subcategory,productname,sales
5847,CA-2016-126725,"","",Standard Class,BS-11665,Brian Stugart,Consumer,United States,San Diego,California,92105,West,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,225.568
5848,CA-2016-126725,"","",Standard Class,BS-11665,Brian Stugart,Consumer,United States,San Diego,California,92105,West,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,36.6
5859,US-2018-153255,"","",Second Class,JK-15730,Joe Kamberova,Consumer,United States,Concord,California,94521,West,FUR-BO-10004218,Furniture,Bookcases,"\"Bush Heritage Pine Collection 5-Shelf Bookcase",""
5871,CA-2017-128223,"","",Same Day,EB-13705,Ed Braxton,Corporate,United States,Anaheim,California,92804,West,FUR-TA-10001771,Furniture,Tables,"\"Bush Cubix Conference Tables",""
5881,CA-2017-133935,"","",Standard Class,JW-15220,Jane Waco,Corporate,United States,San Diego,California,92105,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,801.568
5882,CA-2017-133935,"","",Standard Class,JW-15220,Jane Waco,Corporate,United States,San Diego,California,92105,West,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,368.91
5883,CA-2017-133935,"","",Standard Class,JW-15220,Jane Waco,Corporate,United States,San Diego,California,92105,West,FUR-CH-10002880,Furniture,Chairs,"\"Global High-Back Leather Tilter",""
5884,CA-2017-136301,"","",Second Class,EH-13765,Edward Hooks,Corporate,United States,San Francisco,California,94109,West,FUR-FU-10004712,Furniture,Furnishings,"\"Westinghouse Mesh Shade Clip-On Gooseneck Lamp",""
5885,CA-2017-136301,"","",Second Class,EH-13765,Edward Hooks,Corporate,United States,San Francisco,California,94109,West,OFF-SU-10000151,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,4912.59
5886,US-2015-109456,"","",Same Day,LS-17245,Lynn Smith,Consumer,United States,San Francisco,California,94110,West,OFF-BI-10000136,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,14.352
5887,US-2015-109456,"","",Same Day,LS-17245,Lynn Smith,Consumer,United States,San Francisco,California,94110,West,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,179.97
5895,CA-2018-100825,"","",Standard Class,KD-16495,Keith Dawkins,Corporate,United States,Los Angeles,California,90036,West,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,99.87
5896,CA-2015-168305,"","",Standard Class,PL-18925,Paul Lucas,Home Office,United States,Los Angeles,California,90049,West,OFF-LA-10003498,Office Supplies,Labels,Avery 475,44.4
5897,CA-2015-168305,"","",Standard Class,PL-18925,Paul Lucas,Home Office,United States,Los Angeles,California,90049,West,OFF-PA-10004947,Office Supplies,Paper,Easy-staple paper,21.4
5900,CA-2018-108000,"","",Standard Class,LS-16945,Linda Southworth,Corporate,United States,San Francisco,California,94110,West,OFF-EN-10002621,Office Supplies,Envelopes,Staple envelope,9.78
5901,CA-2016-146465,"","",Standard Class,PB-18805,Patrick Bzostek,Home Office,United States,San Francisco,California,94122,West,OFF-BI-10004528,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,24.192
5903,US-2018-153948,"","",Same Day,FM-14290,Frank Merwin,Home Office,United States,San Francisco,California,94122,West,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,59.94
5904,US-2018-153948,"","",Same Day,FM-14290,Frank Merwin,Home Office,United States,San Francisco,California,94122,West,OFF-PA-10002764,Office Supplies,Paper,Easy-staple paper,45.36
5905,US-2018-153948,"","",Same Day,FM-14290,Frank Merwin,Home Office,United States,San Francisco,California,94122,West,OFF-PA-10000143,Office Supplies,Paper,Astroparche Fine Business Paper,26.4
5906,US-2018-153948,"","",Same Day,FM-14290,Frank Merwin,Home Office,United States,San Francisco,California,94122,West,OFF-LA-10000414,Office Supplies,Labels,Avery 503,41.4
5907,US-2018-153948,"","",Same Day,FM-14290,Frank Merwin,Home Office,United States,San Francisco,California,94122,West,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,16.95
5908,US-2017-113985,"","",Standard Class,KD-16495,Keith Dawkins,Corporate,United States,San Jose,California,95123,West,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,24.704
5909,US-2017-113985,"","",Standard Class,KD-16495,Keith Dawkins,Corporate,United States,San Jose,California,95123,West,OFF-AP-10001303,Office Supplies,Appliances,"\"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day",""
5910,US-2017-113985,"","",Standard Class,KD-16495,Keith Dawkins,Corporate,United States,San Jose,California,95123,West,FUR-FU-10003026,Furniture,Furnishings,"\"Eldon Regeneration Recycled Desk Accessories",""
5911,US-2017-113985,"","",Standard Class,KD-16495,Keith Dawkins,Corporate,United States,San Jose,California,95123,West,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,104.184
5941,CA-2018-112431,"","",Second Class,RW-19690,Robert Waldorf,Consumer,United States,Los Angeles,California,90049,West,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,435.84
5942,CA-2018-112431,"","",Second Class,RW-19690,Robert Waldorf,Consumer,United States,Los Angeles,California,90049,West,OFF-AR-10000940,Office Supplies,Art,Newell 343,5.88
5943,CA-2017-151092,"","",Standard Class,VG-21790,Vivek Gonzalez,Consumer,United States,Los Angeles,California,90032,West,TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,211.168
5944,CA-2015-104178,"","",Standard Class,JM-15265,Janet Molinari,Corporate,United States,Los Angeles,California,90036,West,FUR-FU-10000771,Furniture,Furnishings,"\"Eldon 200 Class Desk Accessories",""
5945,CA-2015-104178,"","",Standard Class,JM-15265,Janet Molinari,Corporate,United States,Los Angeles,California,90036,West,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,95.1
5946,CA-2015-104178,"","",Standard Class,JM-15265,Janet Molinari,Corporate,United States,Los Angeles,California,90036,West,OFF-PA-10004983,Office Supplies,Paper,Xerox 23,25.92
5947,CA-2015-104178,"","",Standard Class,JM-15265,Janet Molinari,Corporate,United States,Los Angeles,California,90036,West,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,48.84
5957,CA-2017-127138,"","",Second Class,DK-13225,Dean Katz,Corporate,United States,San Francisco,California,94109,West,OFF-ST-10002756,Office Supplies,Storage,"\"Tennsco Stur-D-Stor Boltless Shelving",""
5958,CA-2017-127138,"","",Second Class,DK-13225,Dean Katz,Corporate,United States,San Francisco,California,94109,West,OFF-AP-10003842,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,154.9
5959,CA-2017-127138,"","",Second Class,DK-13225,Dean Katz,Corporate,United States,San Francisco,California,94109,West,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,30.56
5960,CA-2017-127138,"","",Second Class,DK-13225,Dean Katz,Corporate,United States,San Francisco,California,94109,West,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,770.352
5961,CA-2018-150602,"","",Second Class,ML-17395,Marina Lichtenstein,Corporate,United States,Los Angeles,California,90045,West,FUR-FU-10003142,Furniture,Furnishings,"\"Master Big Foot Doorstop",""
5962,CA-2015-140732,"","",Second Class,MA-17560,Matt Abelman,Home Office,United States,Los Angeles,California,90004,West,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,575.928
5963,CA-2015-140732,"","",Second Class,MA-17560,Matt Abelman,Home Office,United States,Los Angeles,California,90004,West,OFF-AP-10001626,Office Supplies,Appliances,"\"Commercial WindTunnel Clean Air Upright Vacuum",""
5964,CA-2015-140732,"","",Second Class,MA-17560,Matt Abelman,Home Office,United States,Los Angeles,California,90004,West,OFF-PA-10003625,Office Supplies,Paper,Xerox 1979,123.92
5965,CA-2018-119011,"","",Standard Class,LR-17035,Lisa Ryan,Corporate,United States,San Francisco,California,94109,West,OFF-SU-10004768,Office Supplies,Supplies,Acme Kleencut Forged Steel Scissors,17.22
5966,CA-2018-119011,"","",Standard Class,LR-17035,Lisa Ryan,Corporate,United States,San Francisco,California,94109,West,OFF-ST-10000777,Office Supplies,Storage,"\"Companion Letter/Legal File",""
5967,CA-2018-119011,"","",Standard Class,LR-17035,Lisa Ryan,Corporate,United States,San Francisco,California,94109,West,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,107.88
5969,CA-2015-141726,"","",First Class,CC-12145,Charles Crestani,Consumer,United States,San Diego,California,92105,West,OFF-PA-10000418,Office Supplies,Paper,Xerox 189,104.85
5970,CA-2015-141726,"","",First Class,CC-12145,Charles Crestani,Consumer,United States,San Diego,California,92105,West,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,8.704
5971,CA-2015-141726,"","",First Class,CC-12145,Charles Crestani,Consumer,United States,San Diego,California,92105,West,OFF-PA-10002230,Office Supplies,Paper,Xerox 1897,19.92
5972,CA-2015-141726,"","",First Class,CC-12145,Charles Crestani,Consumer,United States,San Diego,California,92105,West,FUR-FU-10003577,Furniture,Furnishings,Nu-Dell Leatherette Frames,43.02
5991,US-2018-163300,"","",Standard Class,ES-14020,Erica Smith,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10004390,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,2357.488
5992,US-2018-163300,"","",Standard Class,ES-14020,Erica Smith,Consumer,United States,Los Angeles,California,90049,West,TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,369.544
5993,US-2018-163300,"","",Standard Class,ES-14020,Erica Smith,Consumer,United States,Los Angeles,California,90049,West,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,184.752
6005,CA-2018-107244,"","",Standard Class,AG-10390,Allen Goldenen,Consumer,United States,Los Angeles,California,90004,West,FUR-FU-10002597,Furniture,Furnishings,"\"C-Line Magnetic Cubicle Keepers",""
6009,CA-2016-135580,"","",Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10000595,Office Supplies,Paper,Xerox 1929,68.52
6010,CA-2016-135580,"","",Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Los Angeles,California,90049,West,OFF-ST-10000798,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,74.94
6011,CA-2016-135580,"","",Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Los Angeles,California,90049,West,TEC-MA-10004002,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,2548.56
6012,CA-2016-135580,"","",Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Los Angeles,California,90049,West,OFF-EN-10003296,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,271.44
6013,CA-2016-135580,"","",Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Los Angeles,California,90049,West,TEC-PH-10004345,Technology,Phones,Cisco SPA 502G IP Phone,287.88
6014,CA-2017-159016,"","",First Class,KF-16285,Karen Ferguson,Home Office,United States,Los Angeles,California,90008,West,OFF-PA-10004405,Office Supplies,Paper,Rediform Voice Mail Log Books,14.9
6015,CA-2017-159016,"","",First Class,KF-16285,Karen Ferguson,Home Office,United States,Los Angeles,California,90008,West,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,4158.912
6016,CA-2015-102652,"","",Standard Class,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049,West,FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,91.96
6017,CA-2015-102652,"","",Standard Class,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049,West,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,33.11
6018,CA-2015-102652,"","",Standard Class,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049,West,OFF-PA-10003309,Office Supplies,Paper,Xerox 211,19.44
6019,CA-2015-102652,"","",Standard Class,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049,West,OFF-PA-10001977,Office Supplies,Paper,Xerox 194,55.48
6030,US-2017-112970,"","",First Class,TB-21250,Tim Brockman,Consumer,United States,Los Angeles,California,90049,West,OFF-AR-10003829,Office Supplies,Art,Newell 35,9.84
6034,CA-2016-130253,"","",Standard Class,PP-18955,Paul Prost,Home Office,United States,Los Angeles,California,90036,West,FUR-FU-10002963,Furniture,Furnishings,"\"Master Caster Door Stop",""
6041,CA-2018-122364,"","",Standard Class,FA-14230,Frank Atkinson,Corporate,United States,Los Angeles,California,90008,West,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,859.2
6042,CA-2018-122364,"","",Standard Class,FA-14230,Frank Atkinson,Corporate,United States,Los Angeles,California,90008,West,TEC-MA-10001031,Technology,Machines,Socket Bluetooth Cordless Hand Scanner (CHS),506.28
6063,CA-2016-111780,"","",Second Class,RA-19285,Ralph Arnett,Consumer,United States,San Diego,California,92037,West,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,1199.96
6064,CA-2016-111780,"","",Second Class,RA-19285,Ralph Arnett,Consumer,United States,San Diego,California,92037,West,OFF-PA-10001307,Office Supplies,Paper,"\"Important Message Pads",""
6065,CA-2016-111780,"","",Second Class,RA-19285,Ralph Arnett,Consumer,United States,San Diego,California,92037,West,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),17.94
6068,CA-2018-166695,"","",Standard Class,CC-12430,Chuck Clark,Home Office,United States,Lakewood,California,90712,West,FUR-CH-10000225,Furniture,Chairs,"\"Global Geo Office Task Chair",""
6069,CA-2018-166695,"","",Standard Class,CC-12430,Chuck Clark,Home Office,United States,Lakewood,California,90712,West,FUR-FU-10002191,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,6.98
6070,CA-2018-166695,"","",Standard Class,CC-12430,Chuck Clark,Home Office,United States,Lakewood,California,90712,West,TEC-MA-10003176,Technology,Machines,Okidata B400 Printer,343.2
6075,CA-2018-121398,"","",Standard Class,FH-14365,Fred Hopkins,Corporate,United States,Los Angeles,California,90008,West,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,153.552
6076,CA-2018-121398,"","",Standard Class,FH-14365,Fred Hopkins,Corporate,United States,Los Angeles,California,90008,West,OFF-ST-10002756,Office Supplies,Storage,"\"Tennsco Stur-D-Stor Boltless Shelving",""
6088,CA-2016-114048,"","",Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Costa Mesa,California,92627,West,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,29.22
6116,CA-2017-133802,"","",Standard Class,SP-20650,Stephanie Phelps,Corporate,United States,Redwood City,California,94061,West,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,41.904
6125,CA-2018-145772,"","",Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Los Angeles,California,90036,West,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,44.75
6126,CA-2018-145772,"","",Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Los Angeles,California,90036,West,OFF-PA-10001593,Office Supplies,Paper,Xerox 1947,11.96
6127,CA-2018-145772,"","",Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Los Angeles,California,90036,West,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,3.912
6129,US-2015-158400,"","",First Class,AH-10030,Aaron Hawkins,Corporate,United States,San Francisco,California,94109,West,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,49.408
6134,CA-2017-148096,"","",First Class,AO-10810,Anthony O'Donnell,Corporate,United States,Los Angeles,California,90045,West,FUR-TA-10004152,Furniture,Tables,"\"Barricks 18\"\" x 48\"\" Non-Folding Utility Table with Bottom Storage Shelf\"",161.28
6135,CA-2017-146766,"","",Same Day,TT-21220,Thomas Thornton,Consumer,United States,Chula Vista,California,91911,West,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,192.8
6139,CA-2015-131247,"","",Standard Class,GA-14725,Guy Armstrong,Consumer,United States,San Francisco,California,94110,West,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,205.666
6140,US-2016-113593,"","",First Class,NC-18415,Nathan Cano,Consumer,United States,Santa Maria,California,93454,West,OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers,115.44
6146,CA-2015-133543,"","",Standard Class,KM-16660,Khloe Miller,Consumer,United States,San Jose,California,95123,West,OFF-AR-10003394,Office Supplies,Art,Newell 332,11.76
6147,CA-2018-105130,"","",Standard Class,PJ-18835,Patrick Jones,Corporate,United States,San Francisco,California,94122,West,OFF-AR-10003394,Office Supplies,Art,Newell 332,11.76
6148,CA-2018-105130,"","",Standard Class,PJ-18835,Patrick Jones,Corporate,United States,San Francisco,California,94122,West,OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders,40.736
6149,CA-2017-161928,"","",Second Class,AC-10660,Anna Chung,Consumer,United States,San Francisco,California,94109,West,TEC-PH-10003484,Technology,Phones,Ooma Telo VoIP Home Phone System,201.584
